year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1918,,Ladies' Industrial Club,Buxton,,IA,$1.10,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Magnolia Art Club,Great Bend,,KS,$1.30,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Mothers' Club,Bakersfield,,CA,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Golden West Club,Bakersfield,,CA,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Coleridge Taylor Musical Club,Bakersfield,,CA,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Pond Lily Art Club,Denver,,CO,$1.50,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Fortnightly Reading Club,Columbus,,OH,$4.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Silver Thimble Embroidery Club,Oklahoma City,,OK,$1.60,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Booker T Mothers' Club,San Francisco,,CA,$1.50,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,M E Steward,,,,,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Phyllis Whealtey Club,Buffalo,,NY,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Phyllis Wheatley Domestic Science Club,Oklahoma City,,OK,$2.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,City Federation of Denver,Denver,,CO,$1.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Chicago Union Charity Club,Chicago,,IL,$8.00,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,Women's Searchlight Club,Cheyenne,,WY,$1.50,,,,https://drive.google.com/open?id=1EsLHhHl90iGlqTbEkkm8W6h27CXSD9SN,
1918,,San Francisco Women's Club,San Francisco,,CA,$2.70,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Margaret Washington Club,Guthrie,,OK,$2.10,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Women's Progressive Club,Salt Lake City,,UT,$2.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Aurora Reading Club,Pittsburgh,,PA,$1.80,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,West Virginia State Federation,,,WV,$5.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,L C Alston Reading Club,,,,$2.10,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Society of Willing Workers,Detroit,,MI,$10.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Rosebud Study Club,Portland,,OR,$1.50,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Cornell Charity Club,Chicago,,IL,$5.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Twilight Social Welfare Club,West Baden,,IN,$2.60,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Aurora Reading Club,Pittsburgh,,PA,$1.80,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Chrysanthemum Embroidery Club,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,California State Federation,,,CA,$8.80,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Art and Industrial Club,Oakland,,CA,$2.50,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,California State Federation and Art Industrial Club,Oakland,,CA,$3.50,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Women's Searchlight Club,Cheyenne,,WY,$1.50,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Elite Club,Youngstown,,OH,$2.00,,,,https://drive.google.com/open?id=1kRsRWyr7GQZpE_YBrQ3kd2flF04gEVMj,
1918,,Ladies' Union Club,Covington,,KY,$2.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Woman's Council,Indianapolis,,IN,$3.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Northeastern Federation,,,,$14.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Woman's Loyal Union,New Bedford,,MA,$4.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Phyllis Wheatley Club,Fort Smith,,AR,$2.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Tuskegee Women's Club,Tuskegee,,AL,$20.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Tuesday Club,Wilkes-Barre,,PA,$1.90,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Woman's Improvement Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Civic Improvement Club,Maysville,,KY,$3.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Louisiana State Federation of Women's Clubs,,,LA,$2.50,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Woman's Fortnightly Club,Patterson,,NJ,$2.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,King's Daughters of Burden Bearers,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Mary Campbell Woman's Mite Missionary Society,Denver,,CO,$2.30,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Athenian Literary and Art Club,San Diego,,CA,$1.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Clinton-street School Teachers' Reading Circle,Frankfort,,KY,$4.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Pennsylvania State Federation of Negro Women's Clubs,,,PA,$12.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Progressive Women's Club,Port Gibson,,MS,$2.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Grand Rapids Study Class,Grand Rapids,,MI,$4.00,,,,https://drive.google.com/open?id=1Vv0dR8s4v6abt8XjqUlt12g2lYGPjC0b,
1918,,Fannie J Coppin Club,Oakland,,CA,$2.50,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Volunteer Workers' Charity Club,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Woman's Improvement Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Detroit Study Club,Detroit,,MI,$4.80,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Phyllis Wheatley Club,Chicago,,IL,$6.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Clinton-street School Teachers' Reading Circle,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Oklahoma State Federation,,,OK,$3.50,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Colored Women's State Federation of Illinois,,,IL,$6.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Lydia Association,Detroit,,MI,$6.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Straight Co-operative Club,New Orleans,,LA,$3.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Beargrass Church Sewing Circle,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Sojourner Truth Industrial Club,Los Angeles,,CA,$6.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Woman's Improvement Club,Louisville,,KY,$3.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Baord of Managers of Baptist Educational Convention,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Mrs M E Steward,Louisville,,KY,$5.50,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Elizabeth Lindsay Davis Club,Guthrie,,OK,$1.90,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Sorosis Club,Chillicothe,,OH,$1.40,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Phyllis Wheatley Art Club,Elizabeth City,,NC,$1.50,,,,https://drive.google.com/open?id=1b3u8xCUd6UlwTaJyDJWR1WCLBMlN2yN_,
1918,,Greater Pittsburgh Woman's Progressive League,Pittsburgh,,PA,$5.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Phyllis Wheatley Club,New Orleans,,LA,$8.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,DuBois Reading Club,Colorado Springs,,CO,$1.50,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Lend a Hand Club,Charlotte,,NC,$1.20,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Friday Afternoon Club,Charlotte,,NC,$0.80,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Michigan State Federation of Afro-American Women,,,MI,$5.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,State Federation of Texas,,,TX,$6.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Taka Art Auxiliary,Dearfield,,CO,$1.60,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Sunshine Club,Denver,,CO,$2.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Parents; and Teachers' Co-operative of Miro School,New Orleans,,LA,$3.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Woman's Christian Association,New Orleans,,LA,$1.20,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Tuesday Club,Wilkes-Barre,,PA,$1.90,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,State Federation of Indiana,,,IN,$5.60,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,National Body of Walker Agents,New York City,,NY,$25.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Frances E W Harper League,Pittsburgh,,PA,$7.60,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Acacia Rose Circle,Knoxville,,TN,$2.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Independent Isrealites Social No 1,Baltimore,,MD,$2.00,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Canadian Chain Association,Chatham,,,$3.50,,,,https://drive.google.com/open?id=17hL9wfyHzBrHKo81WNirFLxBu6hW-9LF,
1918,,Pleasant Hour Club,Helena,,MT,$3.60,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Twentieth Century Art Club,Denver,,CO,$2.60,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,East Side Culture Club,,,OK,$2.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Sojourner Truth Club,Denver,,CO,$2.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Harmony Art and Literary Club,Kansas City,,MO,$3.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Garden City Club,San Jose,,CA,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,Elizabeth C Carter,,Indianapolis,,IN,$1.30,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Evansville City Federation,Evansville,,IN,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Salt Lake City Federation of Women's Clubs,Salt Lake City,,UT,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,North Side Industrial Club,Chicago,,IL,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Society of Willing Workers of Allen Templte,Cincinnati,,OH,$3.80,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Chrysanthemum Club,Youngstown,,OH,$2.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Adelphia Club,St Paul,,MN,$5.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,North Side Woman's Club,Chicago,,IL,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,L C Alston Reading Club,Mechanicsburg,,OH,$2.20,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Fannie Barrier Williams Club,Buxton,,IA,$1.90,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,New Idea Club,Nashville,,TN,$1.00,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Imperial Art Club,Oakland,,CA,$2.30,,,,https://drive.google.com/open?id=1-0jp6Vu7PtZW_k4EOrgQ0dNm7HJ_jc9I,
1918,,Greater Omaha Improvement Club,Omaha,,NE,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Women's Civic Club,Portland,,OR,$3.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Dahlia Art and Literary Club,Colorado Springs,,CO,$1.80,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Muhlenberg County Federation,Greenville,,KY,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,State Federation of Washington and Jurisdiction,,,,$2.50,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Afro-American Woman's Charity Club,Spokane,,WA,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Women's Progressive Club,Oberlin,,OH,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,State Federation of Georgia,,,GA,$6.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Woman's Mite Missionary Society,Denver,,CO,$3.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,New Idea Club,Nashville,,TN,$1.60,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,City Federation of Colored Women's Clubs,Oklahoma City,,OK,$1.50,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,North Side Industrial Club,Chicago,,IL,$1.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,So-Re-Lit Club,Pittsburgh,,PA,$4.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Ida B Wells Club,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Colored Women's Unit of Council National Defense,St Louis,,MO,$10.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Phyllis Wheatley Club,Niagara Falls,,NY,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Corinthian Church Aid Club,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Woman's Sunshine Club,Eufaula,,OK,$1.50,,,,https://drive.google.com/open?id=1hnxHPDN2gwX0qsLphyNJAUBigpvlu2V1,
1918,,Progressive Art Club,Denver,,CO,$2.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,State Federation of Colorado and Jurisdiction,,,CO,$3.10,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Woman's League,Denver,,CO,$1.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Interstate Library Club,Duluth,,MN,$2.40,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Dramatic Choral Club,Pueblo,,CO,$2.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Frankfort City Federation,Frankfort,,KY,$2.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,In As Much Circle of King's Daughters,Detroit,,MI,$4.60,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Kalispell Mutual Improvement Club,Kalispell,,MT,$2.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Neighborhood Club,Wilberforce,,OH,$4.90,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,State Federation of Mississippi,,,MS,$6.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Lucy Stone Woman's Suffrage League,Pittsburgh,,PA,$12.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Alabama State Federation,,,AL,$6.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Rose of New England League,Norwich,,CT,$1.30,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Dahlia Art Club,Colorado Springs,,CO,$0.20,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Mite Missionary Society,Ogden,,UT,$1.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Phyllis Wheatley Art Club,Milwaukee,,WI,$2.40,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Social and Literary Society of Pilgrim Baptist Church,St Paul,,MN,$5.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Ladies' Aid Society of Wall ave Baptist Church,Ogden,,UT,$2.30,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Phyllis Wheatley Club,Pueblo,,CO,$1.40,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Carnation Art Club,Grand Junction,,,,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Ellen Evans Social and Charity Club,Atlanta,,GA,$4.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,Phyllis Wheatley,Buffalo,,NY,$3.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,20th Century Woman's Club,Atlanta,,GA,$4.00,,,,https://drive.google.com/open?id=1HFmlQVdnrJuxSDMIpKLFotOku2OZxIg-,
1918,,North Carolina State Federation,,,NC,$6.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Cornell Charity Club,Chicago,,IL,$5.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,H T Neighborhood Club,New York City,,NY,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,M C Terrell Club,Des Moines,,IA,$1.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,District Columbia State Federation,,,DC,$10.40,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Ohio State Federation,,,OH,$10.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Omaha G Improvement Club,Omaha,,NE,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Toussaint L'Overture Club,Davenport,,IA,$1.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Boley Ladies' Industrial Club,Boley,,OK,$1.50,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Louisville City Federation,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Y W C A Board,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,State Federation of Kentucky,,,KY,$2.50,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,Mrs M E Steward,,,,,$14.50,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Woman's Improvement Club,Lexington,,KY,$4.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Galida Class First Baptist Church,Lexington,,KY,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Springfield Woman's Club,Springfield,,IL,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Ideal Woman's Club,Chicago,,IL,$7.20,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Madame Estelle New Life League,New York City,,NY,$2.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,Nat Historical Art League,,,KY,$1.00,,,,https://drive.google.com/open?id=1g6iPU0T_vKldbQF6grSmbHTmF9ToKte0,
1918,,E B Lewis Club,Des Moines,,IA,$1.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,M C Terrell Club,Des Moines,,IA,$2.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Missouri State Federation,,,MO,$8.30,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Helping Hand Mission,Hannibal,,MO,$1.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Booklovers' Club,Kansas City,,MO,$5.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Woman's League,Kansas City,,MO,$6.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Leonard ave Circle,St Louis,,MO,$1.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Woman's Club,New Castle,,DE,$1.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Woman's Club,Newark,,DE,$1.50,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Modiste Art club,Pueblo,,CO,$2.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
